[2024-03-15 00:02:33,781: INFO/MainProcess] beat: Starting...
[2024-03-15 00:19:04,560: INFO/MainProcess] Scheduler: Sending due task run-periodic-task-every-5-seconds (c_task.my_periodic_task)
[2024-03-15 00:19:09,559: INFO/MainProcess] Scheduler: Sending due task run-periodic-task-every-5-seconds (c_task.my_periodic_task)
[2024-03-15 00:19:14,560: INFO/MainProcess] Scheduler: Sending due task run-periodic-task-every-5-seconds (c_task.my_periodic_task)
[2024-03-15 00:19:19,560: INFO/MainProcess] Scheduler: Sending due task run-periodic-task-every-5-seconds (c_task.my_periodic_task)
[2024-03-15 00:19:24,560: INFO/MainProcess] Scheduler: Sending due task run-periodic-task-every-5-seconds (c_task.my_periodic_task)
[2024-03-15 00:19:29,560: INFO/MainProcess] Scheduler: Sending due task run-periodic-task-every-5-seconds (c_task.my_periodic_task)
[2024-03-15 00:19:34,560: INFO/MainProcess] Scheduler: Sending due task run-periodic-task-every-5-seconds (c_task.my_periodic_task)
[2024-03-15 00:19:39,560: INFO/MainProcess] Scheduler: Sending due task run-periodic-task-every-5-seconds (c_task.my_periodic_task)
[2024-03-15 00:19:44,560: INFO/MainProcess] Scheduler: Sending due task run-periodic-task-every-5-seconds (c_task.my_periodic_task)
[2024-03-15 00:19:49,560: INFO/MainProcess] Scheduler: Sending due task run-periodic-task-every-5-seconds (c_task.my_periodic_task)
[2024-03-15 00:19:54,560: INFO/MainProcess] Scheduler: Sending due task run-periodic-task-every-5-seconds (c_task.my_periodic_task)
[2024-03-15 00:19:59,560: INFO/MainProcess] Scheduler: Sending due task run-periodic-task-every-5-seconds (c_task.my_periodic_task)
[2024-03-15 00:20:04,560: INFO/MainProcess] Scheduler: Sending due task run-periodic-task-every-5-seconds (c_task.my_periodic_task)
[2024-03-15 00:20:09,560: INFO/MainProcess] Scheduler: Sending due task run-periodic-task-every-5-seconds (c_task.my_periodic_task)
[2024-03-15 00:20:14,560: INFO/MainProcess] Scheduler: Sending due task run-periodic-task-every-5-seconds (c_task.my_periodic_task)
[2024-03-15 00:20:19,560: INFO/MainProcess] Scheduler: Sending due task run-periodic-task-every-5-seconds (c_task.my_periodic_task)
[2024-03-15 00:20:24,560: INFO/MainProcess] Scheduler: Sending due task run-periodic-task-every-5-seconds (c_task.my_periodic_task)
[2024-03-15 00:20:29,561: INFO/MainProcess] Scheduler: Sending due task run-periodic-task-every-5-seconds (c_task.my_periodic_task)
[2024-03-15 00:20:34,561: INFO/MainProcess] Scheduler: Sending due task run-periodic-task-every-5-seconds (c_task.my_periodic_task)
[2024-03-15 00:20:39,561: INFO/MainProcess] Scheduler: Sending due task run-periodic-task-every-5-seconds (c_task.my_periodic_task)
[2024-03-15 00:20:44,561: INFO/MainProcess] Scheduler: Sending due task run-periodic-task-every-5-seconds (c_task.my_periodic_task)
[2024-03-15 00:20:49,561: INFO/MainProcess] Scheduler: Sending due task run-periodic-task-every-5-seconds (c_task.my_periodic_task)
[2024-03-15 00:20:54,561: INFO/MainProcess] Scheduler: Sending due task run-periodic-task-every-5-seconds (c_task.my_periodic_task)
[2024-03-15 00:20:59,561: INFO/MainProcess] Scheduler: Sending due task run-periodic-task-every-5-seconds (c_task.my_periodic_task)
[2024-03-15 00:21:04,561: INFO/MainProcess] Scheduler: Sending due task run-periodic-task-every-5-seconds (c_task.my_periodic_task)
[2024-03-15 00:21:09,561: INFO/MainProcess] Scheduler: Sending due task run-periodic-task-every-5-seconds (c_task.my_periodic_task)
[2024-03-15 00:21:14,561: INFO/MainProcess] Scheduler: Sending due task run-periodic-task-every-5-seconds (c_task.my_periodic_task)
[2024-03-15 00:21:19,561: INFO/MainProcess] Scheduler: Sending due task run-periodic-task-every-5-seconds (c_task.my_periodic_task)
[2024-03-15 00:21:24,561: INFO/MainProcess] Scheduler: Sending due task run-periodic-task-every-5-seconds (c_task.my_periodic_task)
[2024-03-15 00:21:29,561: INFO/MainProcess] Scheduler: Sending due task run-periodic-task-every-5-seconds (c_task.my_periodic_task)
[2024-03-15 00:21:34,561: INFO/MainProcess] Scheduler: Sending due task run-periodic-task-every-5-seconds (c_task.my_periodic_task)
[2024-03-15 00:21:39,561: INFO/MainProcess] Scheduler: Sending due task run-periodic-task-every-5-seconds (c_task.my_periodic_task)
[2024-03-15 00:21:44,562: INFO/MainProcess] Scheduler: Sending due task run-periodic-task-every-5-seconds (c_task.my_periodic_task)
[2024-03-15 00:21:49,562: INFO/MainProcess] Scheduler: Sending due task run-periodic-task-every-5-seconds (c_task.my_periodic_task)
[2024-03-15 00:21:54,562: INFO/MainProcess] Scheduler: Sending due task run-periodic-task-every-5-seconds (c_task.my_periodic_task)
[2024-03-15 00:21:59,562: INFO/MainProcess] Scheduler: Sending due task run-periodic-task-every-5-seconds (c_task.my_periodic_task)
[2024-03-15 00:22:04,562: INFO/MainProcess] Scheduler: Sending due task run-periodic-task-every-5-seconds (c_task.my_periodic_task)
[2024-03-15 00:22:09,562: INFO/MainProcess] Scheduler: Sending due task run-periodic-task-every-5-seconds (c_task.my_periodic_task)
[2024-03-15 00:22:14,562: INFO/MainProcess] Scheduler: Sending due task run-periodic-task-every-5-seconds (c_task.my_periodic_task)
[2024-03-15 00:22:19,562: INFO/MainProcess] Scheduler: Sending due task run-periodic-task-every-5-seconds (c_task.my_periodic_task)
[2024-03-15 00:22:24,562: INFO/MainProcess] Scheduler: Sending due task run-periodic-task-every-5-seconds (c_task.my_periodic_task)
[2024-03-15 00:22:29,562: INFO/MainProcess] Scheduler: Sending due task run-periodic-task-every-5-seconds (c_task.my_periodic_task)
[2024-03-15 00:22:34,562: INFO/MainProcess] Scheduler: Sending due task run-periodic-task-every-5-seconds (c_task.my_periodic_task)
[2024-03-15 00:22:39,562: INFO/MainProcess] Scheduler: Sending due task run-periodic-task-every-5-seconds (c_task.my_periodic_task)
[2024-03-15 00:22:44,562: INFO/MainProcess] Scheduler: Sending due task run-periodic-task-every-5-seconds (c_task.my_periodic_task)
[2024-03-15 00:22:49,562: INFO/MainProcess] Scheduler: Sending due task run-periodic-task-every-5-seconds (c_task.my_periodic_task)
[2024-03-15 00:22:54,562: INFO/MainProcess] Scheduler: Sending due task run-periodic-task-every-5-seconds (c_task.my_periodic_task)
[2024-03-15 00:22:59,563: INFO/MainProcess] Scheduler: Sending due task run-periodic-task-every-5-seconds (c_task.my_periodic_task)
[2024-03-15 00:23:04,563: INFO/MainProcess] Scheduler: Sending due task run-periodic-task-every-5-seconds (c_task.my_periodic_task)
[2024-03-15 00:23:09,563: INFO/MainProcess] Scheduler: Sending due task run-periodic-task-every-5-seconds (c_task.my_periodic_task)
[2024-03-15 00:23:14,563: INFO/MainProcess] Scheduler: Sending due task run-periodic-task-every-5-seconds (c_task.my_periodic_task)
[2024-03-15 00:23:19,563: INFO/MainProcess] Scheduler: Sending due task run-periodic-task-every-5-seconds (c_task.my_periodic_task)
[2024-03-15 00:23:24,563: INFO/MainProcess] Scheduler: Sending due task run-periodic-task-every-5-seconds (c_task.my_periodic_task)
[2024-03-15 00:23:29,563: INFO/MainProcess] Scheduler: Sending due task run-periodic-task-every-5-seconds (c_task.my_periodic_task)
[2024-03-15 00:23:34,563: INFO/MainProcess] Scheduler: Sending due task run-periodic-task-every-5-seconds (c_task.my_periodic_task)
[2024-03-15 00:23:39,563: INFO/MainProcess] Scheduler: Sending due task run-periodic-task-every-5-seconds (c_task.my_periodic_task)
[2024-03-15 00:23:44,563: INFO/MainProcess] Scheduler: Sending due task run-periodic-task-every-5-seconds (c_task.my_periodic_task)
[2024-03-15 00:23:49,563: INFO/MainProcess] Scheduler: Sending due task run-periodic-task-every-5-seconds (c_task.my_periodic_task)
[2024-03-15 00:23:54,563: INFO/MainProcess] Scheduler: Sending due task run-periodic-task-every-5-seconds (c_task.my_periodic_task)
[2024-03-15 00:23:59,563: INFO/MainProcess] Scheduler: Sending due task run-periodic-task-every-5-seconds (c_task.my_periodic_task)
[2024-03-15 00:24:04,563: INFO/MainProcess] Scheduler: Sending due task run-periodic-task-every-5-seconds (c_task.my_periodic_task)
[2024-03-15 00:24:09,563: INFO/MainProcess] Scheduler: Sending due task run-periodic-task-every-5-seconds (c_task.my_periodic_task)
[2024-03-15 00:24:14,563: INFO/MainProcess] Scheduler: Sending due task run-periodic-task-every-5-seconds (c_task.my_periodic_task)
[2024-03-15 00:24:19,565: INFO/MainProcess] Scheduler: Sending due task run-periodic-task-every-5-seconds (c_task.my_periodic_task)
[2024-03-15 00:24:24,564: INFO/MainProcess] Scheduler: Sending due task run-periodic-task-every-5-seconds (c_task.my_periodic_task)
[2024-03-15 00:24:29,564: INFO/MainProcess] Scheduler: Sending due task run-periodic-task-every-5-seconds (c_task.my_periodic_task)
[2024-03-15 00:24:34,564: INFO/MainProcess] Scheduler: Sending due task run-periodic-task-every-5-seconds (c_task.my_periodic_task)
[2024-03-15 00:24:39,564: INFO/MainProcess] Scheduler: Sending due task run-periodic-task-every-5-seconds (c_task.my_periodic_task)
[2024-03-15 00:24:44,565: INFO/MainProcess] Scheduler: Sending due task run-periodic-task-every-5-seconds (c_task.my_periodic_task)
[2024-03-15 00:24:49,565: INFO/MainProcess] Scheduler: Sending due task run-periodic-task-every-5-seconds (c_task.my_periodic_task)
[2024-03-15 00:24:54,565: INFO/MainProcess] Scheduler: Sending due task run-periodic-task-every-5-seconds (c_task.my_periodic_task)
[2024-03-15 00:24:59,565: INFO/MainProcess] Scheduler: Sending due task run-periodic-task-every-5-seconds (c_task.my_periodic_task)
[2024-03-15 00:25:04,565: INFO/MainProcess] Scheduler: Sending due task run-periodic-task-every-5-seconds (c_task.my_periodic_task)
[2024-03-15 00:25:09,565: INFO/MainProcess] Scheduler: Sending due task run-periodic-task-every-5-seconds (c_task.my_periodic_task)
[2024-03-15 00:25:14,565: INFO/MainProcess] Scheduler: Sending due task run-periodic-task-every-5-seconds (c_task.my_periodic_task)
[2024-03-15 00:25:19,565: INFO/MainProcess] Scheduler: Sending due task run-periodic-task-every-5-seconds (c_task.my_periodic_task)
[2024-03-15 00:25:24,565: INFO/MainProcess] Scheduler: Sending due task run-periodic-task-every-5-seconds (c_task.my_periodic_task)
[2024-03-15 00:25:29,566: INFO/MainProcess] Scheduler: Sending due task run-periodic-task-every-5-seconds (c_task.my_periodic_task)
[2024-03-15 00:25:34,566: INFO/MainProcess] Scheduler: Sending due task run-periodic-task-every-5-seconds (c_task.my_periodic_task)
[2024-03-15 00:25:39,566: INFO/MainProcess] Scheduler: Sending due task run-periodic-task-every-5-seconds (c_task.my_periodic_task)
[2024-03-15 00:25:44,566: INFO/MainProcess] Scheduler: Sending due task run-periodic-task-every-5-seconds (c_task.my_periodic_task)
[2024-03-15 00:25:49,566: INFO/MainProcess] Scheduler: Sending due task run-periodic-task-every-5-seconds (c_task.my_periodic_task)
[2024-03-15 00:25:54,566: INFO/MainProcess] Scheduler: Sending due task run-periodic-task-every-5-seconds (c_task.my_periodic_task)
[2024-03-15 00:25:59,566: INFO/MainProcess] Scheduler: Sending due task run-periodic-task-every-5-seconds (c_task.my_periodic_task)
[2024-03-15 00:26:04,566: INFO/MainProcess] Scheduler: Sending due task run-periodic-task-every-5-seconds (c_task.my_periodic_task)
[2024-03-15 00:26:09,566: INFO/MainProcess] Scheduler: Sending due task run-periodic-task-every-5-seconds (c_task.my_periodic_task)
[2024-03-15 00:26:14,566: INFO/MainProcess] Scheduler: Sending due task run-periodic-task-every-5-seconds (c_task.my_periodic_task)
[2024-03-15 00:26:19,566: INFO/MainProcess] Scheduler: Sending due task run-periodic-task-every-5-seconds (c_task.my_periodic_task)
[2024-03-15 00:26:24,566: INFO/MainProcess] Scheduler: Sending due task run-periodic-task-every-5-seconds (c_task.my_periodic_task)
[2024-03-15 00:26:29,566: INFO/MainProcess] Scheduler: Sending due task run-periodic-task-every-5-seconds (c_task.my_periodic_task)
[2024-03-15 00:26:34,566: INFO/MainProcess] Scheduler: Sending due task run-periodic-task-every-5-seconds (c_task.my_periodic_task)
[2024-03-15 00:26:39,566: INFO/MainProcess] Scheduler: Sending due task run-periodic-task-every-5-seconds (c_task.my_periodic_task)
[2024-03-15 00:26:44,567: INFO/MainProcess] Scheduler: Sending due task run-periodic-task-every-5-seconds (c_task.my_periodic_task)
[2024-03-15 00:26:49,567: INFO/MainProcess] Scheduler: Sending due task run-periodic-task-every-5-seconds (c_task.my_periodic_task)
[2024-03-15 00:26:54,567: INFO/MainProcess] Scheduler: Sending due task run-periodic-task-every-5-seconds (c_task.my_periodic_task)
[2024-03-15 00:26:59,567: INFO/MainProcess] Scheduler: Sending due task run-periodic-task-every-5-seconds (c_task.my_periodic_task)
[2024-03-15 00:27:04,567: INFO/MainProcess] Scheduler: Sending due task run-periodic-task-every-5-seconds (c_task.my_periodic_task)
[2024-03-15 00:27:09,567: INFO/MainProcess] Scheduler: Sending due task run-periodic-task-every-5-seconds (c_task.my_periodic_task)
[2024-03-15 00:27:14,567: INFO/MainProcess] Scheduler: Sending due task run-periodic-task-every-5-seconds (c_task.my_periodic_task)
[2024-03-15 00:27:19,567: INFO/MainProcess] Scheduler: Sending due task run-periodic-task-every-5-seconds (c_task.my_periodic_task)
[2024-03-15 00:27:24,567: INFO/MainProcess] Scheduler: Sending due task run-periodic-task-every-5-seconds (c_task.my_periodic_task)
[2024-03-15 00:27:29,567: INFO/MainProcess] Scheduler: Sending due task run-periodic-task-every-5-seconds (c_task.my_periodic_task)
[2024-03-15 00:27:34,567: INFO/MainProcess] Scheduler: Sending due task run-periodic-task-every-5-seconds (c_task.my_periodic_task)
[2024-03-15 00:27:39,567: INFO/MainProcess] Scheduler: Sending due task run-periodic-task-every-5-seconds (c_task.my_periodic_task)
[2024-03-15 00:27:44,567: INFO/MainProcess] Scheduler: Sending due task run-periodic-task-every-5-seconds (c_task.my_periodic_task)
[2024-03-15 00:27:49,567: INFO/MainProcess] Scheduler: Sending due task run-periodic-task-every-5-seconds (c_task.my_periodic_task)
[2024-03-15 00:27:54,567: INFO/MainProcess] Scheduler: Sending due task run-periodic-task-every-5-seconds (c_task.my_periodic_task)
[2024-03-15 00:27:59,567: INFO/MainProcess] Scheduler: Sending due task run-periodic-task-every-5-seconds (c_task.my_periodic_task)
[2024-03-15 00:28:04,567: INFO/MainProcess] Scheduler: Sending due task run-periodic-task-every-5-seconds (c_task.my_periodic_task)
[2024-03-15 00:28:09,567: INFO/MainProcess] Scheduler: Sending due task run-periodic-task-every-5-seconds (c_task.my_periodic_task)
[2024-03-15 00:28:14,567: INFO/MainProcess] Scheduler: Sending due task run-periodic-task-every-5-seconds (c_task.my_periodic_task)
[2024-03-15 00:28:19,567: INFO/MainProcess] Scheduler: Sending due task run-periodic-task-every-5-seconds (c_task.my_periodic_task)
[2024-03-15 00:28:24,568: INFO/MainProcess] Scheduler: Sending due task run-periodic-task-every-5-seconds (c_task.my_periodic_task)
[2024-03-15 00:28:29,568: INFO/MainProcess] Scheduler: Sending due task run-periodic-task-every-5-seconds (c_task.my_periodic_task)
[2024-03-15 00:28:34,568: INFO/MainProcess] Scheduler: Sending due task run-periodic-task-every-5-seconds (c_task.my_periodic_task)
[2024-03-15 00:28:39,568: INFO/MainProcess] Scheduler: Sending due task run-periodic-task-every-5-seconds (c_task.my_periodic_task)
[2024-03-15 00:28:44,568: INFO/MainProcess] Scheduler: Sending due task run-periodic-task-every-5-seconds (c_task.my_periodic_task)
[2024-03-15 00:28:49,568: INFO/MainProcess] Scheduler: Sending due task run-periodic-task-every-5-seconds (c_task.my_periodic_task)
[2024-03-15 00:28:54,568: INFO/MainProcess] Scheduler: Sending due task run-periodic-task-every-5-seconds (c_task.my_periodic_task)
[2024-03-15 00:28:59,568: INFO/MainProcess] Scheduler: Sending due task run-periodic-task-every-5-seconds (c_task.my_periodic_task)
[2024-03-15 00:29:04,568: INFO/MainProcess] Scheduler: Sending due task run-periodic-task-every-5-seconds (c_task.my_periodic_task)
[2024-03-15 00:29:09,568: INFO/MainProcess] Scheduler: Sending due task run-periodic-task-every-5-seconds (c_task.my_periodic_task)
[2024-03-15 00:29:14,568: INFO/MainProcess] Scheduler: Sending due task run-periodic-task-every-5-seconds (c_task.my_periodic_task)
[2024-03-15 00:29:19,568: INFO/MainProcess] Scheduler: Sending due task run-periodic-task-every-5-seconds (c_task.my_periodic_task)
[2024-03-15 00:29:24,568: INFO/MainProcess] Scheduler: Sending due task run-periodic-task-every-5-seconds (c_task.my_periodic_task)
[2024-03-15 00:29:29,568: INFO/MainProcess] Scheduler: Sending due task run-periodic-task-every-5-seconds (c_task.my_periodic_task)
[2024-03-15 00:29:34,568: INFO/MainProcess] Scheduler: Sending due task run-periodic-task-every-5-seconds (c_task.my_periodic_task)
[2024-03-15 00:29:39,569: INFO/MainProcess] Scheduler: Sending due task run-periodic-task-every-5-seconds (c_task.my_periodic_task)
[2024-03-15 00:29:44,569: INFO/MainProcess] Scheduler: Sending due task run-periodic-task-every-5-seconds (c_task.my_periodic_task)
[2024-03-15 00:29:49,569: INFO/MainProcess] Scheduler: Sending due task run-periodic-task-every-5-seconds (c_task.my_periodic_task)
[2024-03-15 00:29:54,569: INFO/MainProcess] Scheduler: Sending due task run-periodic-task-every-5-seconds (c_task.my_periodic_task)
[2024-03-15 00:29:59,569: INFO/MainProcess] Scheduler: Sending due task run-periodic-task-every-5-seconds (c_task.my_periodic_task)
[2024-03-15 00:30:04,569: INFO/MainProcess] Scheduler: Sending due task run-periodic-task-every-5-seconds (c_task.my_periodic_task)
